Municipios;Sexo;Periodo;Total
28133 San Martín de Valdeiglesias;Total;2018;8.318
28133 San Martín de Valdeiglesias;Total;2017;8.298
28133 San Martín de Valdeiglesias;Total;2016;8.344
28133 San Martín de Valdeiglesias;Total;2015;8.463
28134 San Sebastián de los Reyes;Total;2024;94.969
28134 San Sebastián de los Reyes;Total;2023;92.734
28134 San Sebastián de los Reyes;Total;2022;91.083
28134 San Sebastián de los Reyes;Total;2021;90.962
28134 San Sebastián de los Reyes;Total;2020;91.224
28134 San Sebastián de los Reyes;Total;2019;89.276
28134 San Sebastián de los Reyes;Total;2018;87.724
28134 San Sebastián de los Reyes;Total;2017;86.707
28134 San Sebastián de los Reyes;Total;2016;86.206
28134 San Sebastián de los Reyes;Total;2015;84.944
28135 Santa María de la Alameda;Total;2024;1.517
28135 Santa María de la Alameda;Total;2023;1.517
28135 Santa María de la Alameda;Total;2022;1.499
28135 Santa María de la Alameda;Total;2021;1.436
28135 Santa María de la Alameda;Total;2020;1.321
28135 Santa María de la Alameda;Total;2019;1.254
28135 Santa María de la Alameda;Total;2018;1.182
28135 Santa María de la Alameda;Total;2017;1.163
28135 Santa María de la Alameda;Total;2016;1.177
28135 Santa María de la Alameda;Total;2015;1.199
28136 Santorcaz;Total;2024;999
28136 Santorcaz;Total;2023;942
28136 Santorcaz;Total;2022;941
28136 Santorcaz;Total;2021;925
28136 Santorcaz;Total;2020;899
28136 Santorcaz;Total;2019;886
28136 Santorcaz;Total;2018;850
28136 Santorcaz;Total;2017;856
28136 Santorcaz;Total;2016;851
28136 Santorcaz;Total;2015;849
28137 Santos de la Humosa, Los;Total;2024;2.785
28137 Santos de la Humosa, Los;Total;2023;2.772
28137 Santos de la Humosa, Los;Total;2022;2.751
28137 Santos de la Humosa, Los;Total;2021;2.729
28137 Santos de la Humosa, Los;Total;2020;2.694
28137 Santos de la Humosa, Los;Total;2019;2.590
28137 Santos de la Humosa, Los;Total;2018;2.542
28137 Santos de la Humosa, Los;Total;2017;2.486
28137 Santos de la Humosa, Los;Total;2016;2.435
28137 Santos de la Humosa, Los;Total;2015;2.389
28138 Serna del Monte, La;Total;2024;105
28138 Serna del Monte, La;Total;2023;106
28138 Serna del Monte, La;Total;2022;108
28138 Serna del Monte, La;Total;2021;96
28138 Serna del Monte, La;Total;2020;87
28138 Serna del Monte, La;Total;2019;81
28138 Serna del Monte, La;Total;2018;74
28138 Serna del Monte, La;Total;2017;73
28138 Serna del Monte, La;Total;2016;77
28138 Serna del Monte, La;Total;2015;86
28140 Serranillos del Valle;Total;2024;4.634
28140 Serranillos del Valle;Total;2023;4.625
28140 Serranillos del Valle;Total;2022;4.509
28140 Serranillos del Valle;Total;2021;4.429
28140 Serranillos del Valle;Total;2020;4.291
28140 Serranillos del Valle;Total;2019;4.165
28140 Serranillos del Valle;Total;2018;4.066
28140 Serranillos del Valle;Total;2017;3.967
28140 Serranillos del Valle;Total;2016;3.990
28140 Serranillos del Valle;Total;2015;3.994
28141 Sevilla la Nueva;Total;2024;9.657
28141 Sevilla la Nueva;Total;2023;9.551
28141 Sevilla la Nueva;Total;2022;9.361
28141 Sevilla la Nueva;Total;2021;9.345
28141 Sevilla la Nueva;Total;2020;9.393
28141 Sevilla la Nueva;Total;2019;9.318
28141 Sevilla la Nueva;Total;2018;9.095
28141 Sevilla la Nueva;Total;2017;9.093
28141 Sevilla la Nueva;Total;2016;8.905
28141 Sevilla la Nueva;Total;2015;8.902
28143 Somosierra;Total;2024;95
28143 Somosierra;Total;2023;85
28143 Somosierra;Total;2022;87
28143 Somosierra;Total;2021;87
28143 Somosierra;Total;2020;87
28143 Somosierra;Total;2019;86
28143 Somosierra;Total;2018;80
28143 Somosierra;Total;2017;77
28143 Somosierra;Total;2016;77
28143 Somosierra;Total;2015;73
28144 Soto del Real;Total;2024;9.441
28144 Soto del Real;Total;2023;9.399
28144 Soto del Real;Total;2022;9.188
28144 Soto del Real;Total;2021;9.091
28144 Soto del Real;Total;2020;8.981
28144 Soto del Real;Total;2019;8.799
28144 Soto del Real;Total;2018;8.694
28144 Soto del Real;Total;2017;8.607
28144 Soto del Real;Total;2016;8.483
28144 Soto del Real;Total;2015;8.456
28145 Talamanca de Jarama;Total;2024;4.533
28145 Talamanca de Jarama;Total;2023;4.355
28145 Talamanca de Jarama;Total;2022;4.210
28145 Talamanca de Jarama;Total;2021;4.123
28145 Talamanca de Jarama;Total;2020;4.012
28145 Talamanca de Jarama;Total;2019;3.857
28145 Talamanca de Jarama;Total;2018;3.725
28145 Talamanca de Jarama;Total;2017;3.573
28145 Talamanca de Jarama;Total;2016;3.451
28145 Talamanca de Jarama;Total;2015;3.371
28146 Tielmes;Total;2024;2.810
28146 Tielmes;Total;2023;2.742
28146 Tielmes;Total;2022;2.783
28146 Tielmes;Total;2021;2.781
28146 Tielmes;Total;2020;2.736
28146 Tielmes;Total;2019;2.650
28146 Tielmes;Total;2018;2.604
28146 Tielmes;Total;2017;2.610
28146 Tielmes;Total;2016;2.620
28146 Tielmes;Total;2015;2.585
28147 Titulcia;Total;2024;1.387
28147 Titulcia;Total;2023;1.362
28147 Titulcia;Total;2022;1.336
28147 Titulcia;Total;2021;1.360
28147 Titulcia;Total;2020;1.341
28147 Titulcia;Total;2019;1.313
28147 Titulcia;Total;2018;1.304
28147 Titulcia;Total;2017;1.274
28147 Titulcia;Total;2016;1.258
28147 Titulcia;Total;2015;1.234
28148 Torrejón de Ardoz;Total;2024;140.626
28148 Torrejón de Ardoz;Total;2023;137.711
28148 Torrejón de Ardoz;Total;2022;134.733
28148 Torrejón de Ardoz;Total;2021;132.771
28148 Torrejón de Ardoz;Total;2020;132.853
28148 Torrejón de Ardoz;Total;2019;131.376
28148 Torrejón de Ardoz;Total;2018;129.729
28148 Torrejón de Ardoz;Total;2017;128.013
28148 Torrejón de Ardoz;Total;2016;126.981
28148 Torrejón de Ardoz;Total;2015;126.934
28149 Torrejón de la Calzada;Total;2024;10.378
28149 Torrejón de la Calzada;Total;2023;10.222
28149 Torrejón de la Calzada;Total;2022;9.947
28149 Torrejón de la Calzada;Total;2021;9.549
28149 Torrejón de la Calzada;Total;2020;9.194
28149 Torrejón de la Calzada;Total;2019;8.872
28149 Torrejón de la Calzada;Total;2018;8.582
28149 Torrejón de la Calzada;Total;2017;8.418
28149 Torrejón de la Calzada;Total;2016;8.171
28149 Torrejón de la Calzada;Total;2015;7.901
28150 Torrejón de Velasco;Total;2024;4.893
28150 Torrejón de Velasco;Total;2023;4.756
28150 Torrejón de Velasco;Total;2022;4.685
28150 Torrejón de Velasco;Total;2021;4.594
28150 Torrejón de Velasco;Total;2020;4.386
28150 Torrejón de Velasco;Total;2019;4.382
28150 Torrejón de Velasco;Total;2018;4.298
28150 Torrejón de Velasco;Total;2017;4.261
28150 Torrejón de Velasco;Total;2016;4.243
28150 Torrejón de Velasco;Total;2015;4.224
28151 Torrelaguna;Total;2024;4.991
28151 Torrelaguna;Total;2023;4.949
28151 Torrelaguna;Total;2022;4.940
28151 Torrelaguna;Total;2021;4.897
28151 Torrelaguna;Total;2020;4.854
28151 Torrelaguna;Total;2019;4.760
28151 Torrelaguna;Total;2018;4.724
28151 Torrelaguna;Total;2017;4.712
28151 Torrelaguna;Total;2016;4.697
28151 Torrelaguna;Total;2015;4.788
28152 Torrelodones;Total;2024;25.316
28152 Torrelodones;Total;2023;25.115
28152 Torrelodones;Total;2022;24.775
28152 Torrelodones;Total;2021;24.122
28152 Torrelodones;Total;2020;23.902
28152 Torrelodones;Total;2019;23.717
28152 Torrelodones;Total;2018;23.361
28152 Torrelodones;Total;2017;23.128
28152 Torrelodones;Total;2016;23.123
28152 Torrelodones;Total;2015;23.117
28153 Torremocha de Jarama;Total;2024;1.132
28153 Torremocha de Jarama;Total;2023;1.144
28153 Torremocha de Jarama;Total;2022;1.097
28153 Torremocha de Jarama;Total;2021;1.079
28153 Torremocha de Jarama;Total;2020;1.075
28153 Torremocha de Jarama;Total;2019;1.019
28153 Torremocha de Jarama;Total;2018;975
28153 Torremocha de Jarama;Total;2017;942
28153 Torremocha de Jarama;Total;2016;906
28153 Torremocha de Jarama;Total;2015;948
28154 Torres de la Alameda;Total;2024;7.758
28154 Torres de la Alameda;Total;2023;7.737
28154 Torres de la Alameda;Total;2022;7.714
28154 Torres de la Alameda;Total;2021;7.729
28154 Torres de la Alameda;Total;2020;7.833
28154 Torres de la Alameda;Total;2019;7.779
28154 Torres de la Alameda;Total;2018;7.760
28154 Torres de la Alameda;Total;2017;7.825
28154 Torres de la Alameda;Total;2016;7.769
28154 Torres de la Alameda;Total;2015;7.877
28903 Tres Cantos;Total;2024;52.932
28903 Tres Cantos;Total;2023;51.453
28903 Tres Cantos;Total;2022;50.187
28903 Tres Cantos;Total;2021;48.751
28903 Tres Cantos;Total;2020;48.326
28903 Tres Cantos;Total;2019;47.722
28903 Tres Cantos;Total;2018;46.750
28903 Tres Cantos;Total;2017;46.046
28903 Tres Cantos;Total;2016;44.764
28903 Tres Cantos;Total;2015;43.309
28155 Valdaracete;Total;2024;645
28155 Valdaracete;Total;2023;633
28155 Valdaracete;Total;2022;627
28155 Valdaracete;Total;2021;612
28155 Valdaracete;Total;2020;605
28155 Valdaracete;Total;2019;609
28155 Valdaracete;Total;2018;626
28155 Valdaracete;Total;2017;643
28155 Valdaracete;Total;2016;641
28155 Valdaracete;Total;2015;639
28156 Valdeavero;Total;2024;1.823
28156 Valdeavero;Total;2023;1.782
28156 Valdeavero;Total;2022;1.701
28156 Valdeavero;Total;2021;1.670
28156 Valdeavero;Total;2020;1.591
28156 Valdeavero;Total;2019;1.554
28156 Valdeavero;Total;2018;1.510
28156 Valdeavero;Total;2017;1.450
28156 Valdeavero;Total;2016;1.407
28156 Valdeavero;Total;2015;1.451
28157 Valdelaguna;Total;2024;1.094
28157 Valdelaguna;Total;2023;1.045
28157 Valdelaguna;Total;2022;1.016
28157 Valdelaguna;Total;2021;1.026
28157 Valdelaguna;Total;2020;979
28157 Valdelaguna;Total;2019;937
28157 Valdelaguna;Total;2018;903
28157 Valdelaguna;Total;2017;867
28157 Valdelaguna;Total;2016;841
28157 Valdelaguna;Total;2015;837
28158 Valdemanco;Total;2024;1.052
28158 Valdemanco;Total;2023;1.066
28158 Valdemanco;Total;2022;1.033
28158 Valdemanco;Total;2021;1.012
28158 Valdemanco;Total;2020;963
28158 Valdemanco;Total;2019;914
28158 Valdemanco;Total;2018;927
28158 Valdemanco;Total;2017;916
28158 Valdemanco;Total;2016;911
28158 Valdemanco;Total;2015;922
28159 Valdemaqueda;Total;2024;833
28159 Valdemaqueda;Total;2023;820
28159 Valdemaqueda;Total;2022;798
28159 Valdemaqueda;Total;2021;789
28159 Valdemaqueda;Total;2020;775
28159 Valdemaqueda;Total;2019;781
28159 Valdemaqueda;Total;2018;761
28159 Valdemaqueda;Total;2017;768
28159 Valdemaqueda;Total;2016;779
28159 Valdemaqueda;Total;2015;786
28160 Valdemorillo;Total;2024;14.164
28160 Valdemorillo;Total;2023;13.651
28160 Valdemorillo;Total;2022;13.453
28160 Valdemorillo;Total;2021;13.245
28160 Valdemorillo;Total;2020;12.772
28160 Valdemorillo;Total;2019;12.518
28160 Valdemorillo;Total;2018;12.280
28160 Valdemorillo;Total;2017;12.300
28160 Valdemorillo;Total;2016;12.168
28160 Valdemorillo;Total;2015;12.173
28161 Valdemoro;Total;2024;83.507
28161 Valdemoro;Total;2023;81.394
28161 Valdemoro;Total;2022;79.100
28161 Valdemoro;Total;2021;77.587
28161 Valdemoro;Total;2020;77.270
28161 Valdemoro;Total;2019;75.983
28161 Valdemoro;Total;2018;74.745
28161 Valdemoro;Total;2017;73.976
28161 Valdemoro;Total;2016;72.988
28161 Valdemoro;Total;2015;72.854
28162 Valdeolmos-Alalpardo;Total;2024;4.568
28162 Valdeolmos-Alalpardo;Total;2023;4.523
28162 Valdeolmos-Alalpardo;Total;2022;4.396
28162 Valdeolmos-Alalpardo;Total;2021;4.309
28162 Valdeolmos-Alalpardo;Total;2020;4.232
28162 Valdeolmos-Alalpardo;Total;2019;4.136
28162 Valdeolmos-Alalpardo;Total;2018;4.039
28162 Valdeolmos-Alalpardo;Total;2017;3.906
28162 Valdeolmos-Alalpardo;Total;2016;3.880
28162 Valdeolmos-Alalpardo;Total;2015;3.785
28163 Valdepiélagos;Total;2024;619
28163 Valdepiélagos;Total;2023;623
28163 Valdepiélagos;Total;2022;621
28163 Valdepiélagos;Total;2021;612
28163 Valdepiélagos;Total;2020;614
28163 Valdepiélagos;Total;2019;584
28163 Valdepiélagos;Total;2018;574
28163 Valdepiélagos;Total;2017;587
28163 Valdepiélagos;Total;2016;574
28163 Valdepiélagos;Total;2015;566
28164 Valdetorres de Jarama;Total;2024;5.026
28164 Valdetorres de Jarama;Total;2023;4.990
28164 Valdetorres de Jarama;Total;2022;4.830
28164 Valdetorres de Jarama;Total;2021;4.696
28164 Valdetorres de Jarama;Total;2020;4.581
28164 Valdetorres de Jarama;Total;2019;4.497
28164 Valdetorres de Jarama;Total;2018;4.384
28164 Valdetorres de Jarama;Total;2017;4.316
28164 Valdetorres de Jarama;Total;2016;4.260
28164 Valdetorres de Jarama;Total;2015;4.234
28165 Valdilecha;Total;2024;3.213
28165 Valdilecha;Total;2023;3.191
28165 Valdilecha;Total;2022;3.104
28165 Valdilecha;Total;2021;3.079
28165 Valdilecha;Total;2020;2.982
28165 Valdilecha;Total;2019;2.933
28165 Valdilecha;Total;2018;2.840
28165 Valdilecha;Total;2017;2.755
28165 Valdilecha;Total;2016;2.749
28165 Valdilecha;Total;2015;2.838
28166 Valverde de Alcalá;Total;2024;553
28166 Valverde de Alcalá;Total;2023;535
28166 Valverde de Alcalá;Total;2022;532
28166 Valverde de Alcalá;Total;2021;518
28166 Valverde de Alcalá;Total;2020;498
28166 Valverde de Alcalá;Total;2019;465
28166 Valverde de Alcalá;Total;2018;432
28166 Valverde de Alcalá;Total;2017;427
28166 Valverde de Alcalá;Total;2016;430
28166 Valverde de Alcalá;Total;2015;441
28167 Velilla de San Antonio;Total;2024;14.003
28167 Velilla de San Antonio;Total;2023;13.376
28167 Velilla de San Antonio;Total;2022;12.770
28167 Velilla de San Antonio;Total;2021;12.543
28167 Velilla de San Antonio;Total;2020;12.380
28167 Velilla de San Antonio;Total;2019;12.236
28167 Velilla de San Antonio;Total;2018;12.193
28167 Velilla de San Antonio;Total;2017;12.111
28167 Velilla de San Antonio;Total;2016;12.222
28167 Velilla de San Antonio;Total;2015;12.382
28168 Vellón, El;Total;2024;2.166
28168 Vellón, El;Total;2023;2.200
28168 Vellón, El;Total;2022;2.124
28168 Vellón, El;Total;2021;2.083
28168 Vellón, El;Total;2020;2.004
28168 Vellón, El;Total;2019;1.958
28168 Vellón, El;Total;2018;1.942
28168 Vellón, El;Total;2017;1.834
28168 Vellón, El;Total;2016;1.846
28168 Vellón, El;Total;2015;1.803
28169 Venturada;Total;2024;2.559
28169 Venturada;Total;2023;2.554
28169 Venturada;Total;2022;2.445
28169 Venturada;Total;2021;2.387
28169 Venturada;Total;2020;2.241
28169 Venturada;Total;2019;2.163
28169 Venturada;Total;2018;2.081
28169 Venturada;Total;2017;2.032
28169 Venturada;Total;2016;2.014
28169 Venturada;Total;2015;1.991
28171 Villa del Prado;Total;2024;7.437
28171 Villa del Prado;Total;2023;7.273
28171 Villa del Prado;Total;2022;7.092
28171 Villa del Prado;Total;2021;6.837
28171 Villa del Prado;Total;2020;6.661
28171 Villa del Prado;Total;2019;6.520
28171 Villa del Prado;Total;2018;6.409
28171 Villa del Prado;Total;2017;6.337
28171 Villa del Prado;Total;2016;6.295
28171 Villa del Prado;Total;2015;6.414
28170 Villaconejos;Total;2024;3.508
28170 Villaconejos;Total;2023;3.499
28170 Villaconejos;Total;2022;3.456
28170 Villaconejos;Total;2021;3.464
28170 Villaconejos;Total;2020;3.422
28170 Villaconejos;Total;2019;3.388
28170 Villaconejos;Total;2018;3.363
28170 Villaconejos;Total;2017;3.350
28170 Villaconejos;Total;2016;3.350
28170 Villaconejos;Total;2015;3.405
28172 Villalbilla;Total;2024;18.000
28172 Villalbilla;Total;2023;16.823
28172 Villalbilla;Total;2022;15.866
28172 Villalbilla;Total;2021;15.049
28172 Villalbilla;Total;2020;14.392
28172 Villalbilla;Total;2019;13.878
28172 Villalbilla;Total;2018;13.421
28172 Villalbilla;Total;2017;13.038
28172 Villalbilla;Total;2016;12.719
28172 Villalbilla;Total;2015;12.351
28173 Villamanrique de Tajo;Total;2024;825
28173 Villamanrique de Tajo;Total;2023;800
28173 Villamanrique de Tajo;Total;2022;757
28173 Villamanrique de Tajo;Total;2021;762
28173 Villamanrique de Tajo;Total;2020;707
28173 Villamanrique de Tajo;Total;2019;703
28173 Villamanrique de Tajo;Total;2018;699
28173 Villamanrique de Tajo;Total;2017;694
28173 Villamanrique de Tajo;Total;2016;705
28173 Villamanrique de Tajo;Total;2015;720
28174 Villamanta;Total;2024;2.823
28174 Villamanta;Total;2023;2.774
28174 Villamanta;Total;2022;2.714
28174 Villamanta;Total;2021;2.643
28174 Villamanta;Total;2020;2.605
28174 Villamanta;Total;2019;2.555
28174 Villamanta;Total;2018;2.501
28174 Villamanta;Total;2017;2.491
28174 Villamanta;Total;2016;2.497
28174 Villamanta;Total;2015;2.525
28175 Villamantilla;Total;2024;1.624
28175 Villamantilla;Total;2023;1.576
28175 Villamantilla;Total;2022;1.567
28175 Villamantilla;Total;2021;1.514
28175 Villamantilla;Total;2020;1.482
28175 Villamantilla;Total;2019;1.441
28175 Villamantilla;Total;2018;1.420
28175 Villamantilla;Total;2017;1.382
28175 Villamantilla;Total;2016;1.334
28175 Villamantilla;Total;2015;1.292
28176 Villanueva de la Cañada;Total;2024;23.799
28176 Villanueva de la Cañada;Total;2023;23.593
28176 Villanueva de la Cañada;Total;2022;22.845
28176 Villanueva de la Cañada;Total;2021;22.580
28176 Villanueva de la Cañada;Total;2020;22.115
28176 Villanueva de la Cañada;Total;2019;21.445
28176 Villanueva de la Cañada;Total;2018;21.000
28176 Villanueva de la Cañada;Total;2017;20.320
28176 Villanueva de la Cañada;Total;2016;19.611
28176 Villanueva de la Cañada;Total;2015;19.250
28178 Villanueva de Perales;Total;2024;1.674
28178 Villanueva de Perales;Total;2023;1.671
28178 Villanueva de Perales;Total;2022;1.623
28178 Villanueva de Perales;Total;2021;1.599
28178 Villanueva de Perales;Total;2020;1.592
28178 Villanueva de Perales;Total;2019;1.563
28178 Villanueva de Perales;Total;2018;1.547
28178 Villanueva de Perales;Total;2017;1.519
28178 Villanueva de Perales;Total;2016;1.486
28178 Villanueva de Perales;Total;2015;1.441
28177 Villanueva del Pardillo;Total;2024;18.086
28177 Villanueva del Pardillo;Total;2023;17.731
28177 Villanueva del Pardillo;Total;2022;17.382
28177 Villanueva del Pardillo;Total;2021;17.310
28177 Villanueva del Pardillo;Total;2020;17.396
28177 Villanueva del Pardillo;Total;2019;17.180
28177 Villanueva del Pardillo;Total;2018;17.127
28177 Villanueva del Pardillo;Total;2017;17.025
28177 Villanueva del Pardillo;Total;2016;16.950
28177 Villanueva del Pardillo;Total;2015;16.797
28179 Villar del Olmo;Total;2024;2.277
28179 Villar del Olmo;Total;2023;2.258
28179 Villar del Olmo;Total;2022;2.219
28179 Villar del Olmo;Total;2021;2.211
28179 Villar del Olmo;Total;2020;2.079
28179 Villar del Olmo;Total;2019;2.011
28179 Villar del Olmo;Total;2018;1.967
28179 Villar del Olmo;Total;2017;1.997
28179 Villar del Olmo;Total;2016;1.981
28179 Villar del Olmo;Total;2015;2.058
28180 Villarejo de Salvanés;Total;2024;7.900
28180 Villarejo de Salvanés;Total;2023;7.746
28180 Villarejo de Salvanés;Total;2022;7.629
28180 Villarejo de Salvanés;Total;2021;7.552
28180 Villarejo de Salvanés;Total;2020;7.433
28180 Villarejo de Salvanés;Total;2019;7.335
28180 Villarejo de Salvanés;Total;2018;7.291
28180 Villarejo de Salvanés;Total;2017;7.245
28180 Villarejo de Salvanés;Total;2016;7.265
28180 Villarejo de Salvanés;Total;2015;7.288
28181 Villaviciosa de Odón;Total;2024;29.273
28181 Villaviciosa de Odón;Total;2023;28.750
28181 Villaviciosa de Odón;Total;2022;28.152
28181 Villaviciosa de Odón;Total;2021;28.030
28181 Villaviciosa de Odón;Total;2020;28.148
28181 Villaviciosa de Odón;Total;2019;27.835
28181 Villaviciosa de Odón;Total;2018;27.596
28181 Villaviciosa de Odón;Total;2017;27.504
28181 Villaviciosa de Odón;Total;2016;27.276
28181 Villaviciosa de Odón;Total;2015;27.075
28182 Villavieja del Lozoya;Total;2024;324
28182 Villavieja del Lozoya;Total;2023;314
28182 Villavieja del Lozoya;Total;2022;284
28182 Villavieja del Lozoya;Total;2021;276
28182 Villavieja del Lozoya;Total;2020;262
28182 Villavieja del Lozoya;Total;2019;253
28182 Villavieja del Lozoya;Total;2018;258
28182 Villavieja del Lozoya;Total;2017;267
28182 Villavieja del Lozoya;Total;2016;270
28182 Villavieja del Lozoya;Total;2015;280
28183 Zarzalejo;Total;2024;1.874
28183 Zarzalejo;Total;2023;1.810
28183 Zarzalejo;Total;2022;1.773
28183 Zarzalejo;Total;2021;1.786
28183 Zarzalejo;Total;2020;1.734
28183 Zarzalejo;Total;2019;1.658
28183 Zarzalejo;Total;2018;1.620
28183 Zarzalejo;Total;2017;1.596
28183 Zarzalejo;Total;2016;1.565
28183 Zarzalejo;Total;2015;1.546
